Urutan,id_cust,Status,Cukur_ke,Capster,Hari,Tanggal,keterangan,Bayar,Haircut,Haircolor,Creambath,Shaving,Vitamin,Powder A,Powder B,Pomade 1,Pomade 2,Pomade 3,Pomade 4,Pomade 5,Pomade 6,Pomade 7,Pomade 8,Pomade 9,Conditioner,Hairtonic,Total Payment
1,26908171Haety,baru,1,irh,senin,16/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
2,26924970Riand,baru,1,irh,senin,16/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
3,25789556Buawa,baru,1,irh,senin,16/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
4,26770753Litan,baru,1,irh,selasa,17/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
5,26770753Tatan,baru,1,irh,selasa,17/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
6,25513197Saali,baru,1,irh,selasa,17/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
7,27571740Yuman,baru,1,irh,selasa,17/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
8,2790055Ar ED,baru,1,irh,selasa,17/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
9,2550835Fehab,baru,1,irh,rabu,18/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
10,26770753Tatan,lama,2,irh,rabu,18/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
11,25613888Is'ru,baru,1,irh,rabu,18/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
12,26910801Krisn,baru,1,irh,rabu,18/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
13,25507442Imhaj,baru,1,irh,rabu,18/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
14,25659258Hunay,baru,1,irh,kamis,19/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
15,25509243Iqqba,baru,1,irh,kamis,19/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
16,25509243RaRak,baru,1,irh,kamis,19/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
17,25821431Chven,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
18,25507410Teto ,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
19,26920300ApAp,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
20,27586768Adawa,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
21,25508119AdAd,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
22,26920163Adind,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
23,2551397ReHad,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
24,2688797Atala,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
25,25507443Teega,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
26,27585946RoRoz,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
27,26880842M.lla,baru,1,irh,sabtu,21/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
28,25519352Shole,baru,1,irh,minggu,22/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
29,25507093Joant,baru,1,irh,minggu,22/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
30,25538419ToTon,baru,1,irh,minggu,22/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
31,26880934Lukor,baru,1,irh,minggu,22/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
32,26739858DaDaf,baru,1,irh,senin,23/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
33,254760Hayon,baru,1,irh,rabu,25/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
34,25817488Symsu,baru,1,irh,rabu,25/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
35,25817488Anmsu,baru,1,irh,rabu,25/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
36,25558299Sariy,baru,1,irh,rabu,25/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
37,25820843Riisd,baru,1,irh,rabu,25/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
38,25820843Anisd,baru,1,irh,rabu,25/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
39,28158350Diima,baru,1,irh,kamis,26/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
40,25501887Riiva,baru,1,irh,kamis,26/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
41,25507361Riizk,baru,1,irh,kamis,26/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
42,25823986Ri Tr,baru,1,irh,kamis,26/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
43,25507045Rooss,baru,1,irh,jumat,27/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
44,26761775Errvi,baru,1,irh,jumat,27/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
45,Ri tr,baru,1,irh,jumat,27/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
46,2550627Nyoma,baru,1,irh,jumat,27/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
47,25791953ZaZak,baru,1,irh,jumat,27/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
48,25789537Arana,baru,1,irh,sabtu,28/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
49,25507032Ra.de,baru,1,irh,sabtu,28/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
50,25500960Anngg,baru,1,irh,sabtu,28/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
51,25551296Feebr,baru,1,irh,sabtu,28/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
52,25537769Riutr,baru,1,irh,sabtu,28/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
53,25853470Afikr,baru,1,irh,sabtu,28/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
54,26920178Searm,baru,1,irh,sabtu,28/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
55,25789537Adrsy,baru,1,irh,minggu,29/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
56,26936651Hendr,baru,1,irh,minggu,29/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
57,2585106Riiya,baru,1,irh,minggu,29/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
58,2550626Hason,baru,1,irh,minggu,29/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
59,25513313Stns2,baru,1,irh,minggu,29/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
60,26764392Fiagu,baru,1,irh,minggu,29/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
61,25820959Ahhma,baru,1,irh,minggu,29/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
62,25538949Wiisn,baru,1,irh,senin,30/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
63,25825194EgEg,baru,1,irh,senin,30/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
64,26946249EkEk,baru,1,irh,senin,30/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
65,26946249EkEk,baru,1,irh,senin,30/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
66,25500676Alber,baru,1,irh,selasa,31/08/2021,,Cash,30000,60000,,,,,,130000,,,,,,,,,,,220000
67,25821137Saifu,baru,1,irh,selasa,31/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
68,281136201NiNis,baru,1,irh,selasa,31/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
69,2550641Irmok,baru,1,irh,selasa,31/08/2021,,Cash,30000,60000,,,,,,,,,,,,,,,,,90000
70,25792595Haami,baru,1,irh,selasa,31/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
71,25507616Raafe,baru,1,irh,selasa,31/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
72,25821683Yodiy,baru,1,irh,selasa,31/08/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
73,27592982Azzwa,baru,1,irh,rabu,01/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
74,25830034Salma,baru,1,irh,rabu,01/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
75,28158406Rimok,baru,1,irh,rabu,01/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
76,25524100Mamma,baru,1,irh,rabu,01/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
77,2550808Adant,baru,1,irh,kamis,02/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
78,25507361Emzky,baru,1,irh,kamis,02/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
79,25502420Nauva,baru,1,irh,kamis,02/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
80,25506308Morri,baru,1,irh,kamis,02/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
81,25544855Hedri,baru,1,irh,jumat,03/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
82,25815952JoJo,baru,1,irh,jumat,03/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
83,25555653Nouva,baru,1,irh,jumat,03/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
84,25513197Alulu,baru,1,irh,sabtu,04/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
85,25515435Evant,baru,1,irh,sabtu,04/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
86,25513143Masto,baru,1,irh,sabtu,04/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
87,25794036AzAza,baru,1,irh,sabtu,04/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
88,25793173SaMuj,baru,1,irh,sabtu,04/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
89,25538445EkD 7,baru,1,irh,sabtu,04/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
90,2563936Moifi,baru,1,irh,sabtu,04/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
91,25539237ReRez,baru,1,irh,sabtu,04/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
92,2816704Noyon,baru,1,irh,sabtu,04/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
93,27585834Gibra,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
94,26764325Diant,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
95,28109302Farha,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
96,2818608Renir,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
97,25718825Asllo,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
98,25515624GaLas,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
99,2825477Mathe,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
100,25508011Weend,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
101,25819231Reend,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
102,25515394Heawa,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
103,25502418Prawa,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,130000,,,,,,,,,,,160000
104,25746566Agng ,baru,1,irh,minggu,05/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
105,25538532Anndr,baru,1,irh,senin,06/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
106,25822428Ippin,baru,1,irh,senin,06/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
107,276642524Wilda,baru,1,irh,senin,06/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
108,Buawa,baru,1,irh,senin,06/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
109,Hedri,baru,1,irh,senin,06/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
110,25515445Zaina,baru,1,irh,selasa,07/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
111,254762Deawa,baru,1,irh,selasa,07/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
112,26920163Anngg,baru,1,irh,selasa,07/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
113,25792432Saddi,baru,1,irh,rabu,08/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
114,28158406Rimok,lama,2,irh,rabu,08/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
115,25501879Baisa,baru,1,irh,kamis,09/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
116,25506921Miald,baru,1,irh,kamis,09/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
117,25539390Zack ,baru,1,irh,kamis,09/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
118,27574421Sesca,baru,1,irh,kamis,09/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
119,25500960Anngg,lama,2,irh,kamis,09/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
120,25506387Reend,baru,1,irh,jumat,10/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
121,25506387Rekny,baru,1,irh,jumat,10/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
122,27564485LeLev,baru,1,irh,jumat,10/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
123,25824994RoRos,baru,1,irh,jumat,10/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
124,25791110Soodi,baru,1,irh,jumat,10/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
125,25803042Haari,baru,1,irh,sabtu,11/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
126,26893762RuRud,baru,1,irh,sabtu,11/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
127,25501930Viitt,baru,1,irh,minggu,12/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
128,Arthu,baru,1,irh,minggu,12/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
129,Peopl,lama,2,irh,minggu,12/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
130,25821338Angwi,baru,1,irh,minggu,12/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
131,25793545AgAgi,baru,1,irh,senin,13/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
132,26926785Yoche,baru,1,irh,senin,13/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
133,28158350Diima,lama,2,irh,senin,13/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
134,25539555Dimas,baru,1,irh,senin,13/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
135,25507637Muzal,baru,1,irh,senin,13/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
136,Allfa,baru,1,irh,senin,13/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
137,27586768Adawa,lama,2,irh,selasa,14/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
138,26880934Lukor,lama,2,irh,selasa,14/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
139,26738703Chtia,baru,1,irh,rabu,15/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
140,28152709Hendr,baru,1,irh,rabu,15/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
141,26323086Allvi,baru,1,irh,rabu,15/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
142,2546869RiRin,baru,1,irh,kamis,16/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
143,26740627Ippun,baru,1,irh,kamis,16/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
144,26322688Ekety,baru,1,irh,kamis,16/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
145,26892618Miiza,baru,1,irh,kamis,16/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
146,25725845Riizk,baru,1,irh,kamis,16/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
147,28159217Allme,baru,1,irh,jumat,17/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
148,26911094Andik,baru,1,irh,jumat,17/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
149,25506491Suury,baru,1,irh,jumat,17/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
150,25820861ArAri,baru,1,irh,sabtu,18/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
151,2560733Maaya,baru,1,irh,sabtu,18/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
152,27586418Yuudi,baru,1,irh,sabtu,18/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
153,25527397GoGo,baru,1,irh,minggu,19/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
154,25506698Haton,baru,1,irh,minggu,19/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
155,25817488Symsu,lama,2,irh,minggu,19/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
156,25540347Diila,baru,1,irh,minggu,19/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
157,25540347Anila,baru,1,irh,minggu,19/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
158,28135773Nivil,baru,1,irh,minggu,19/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
159,26892889Riisk,baru,1,irh,minggu,19/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
160,25726341Andre,baru,1,irh,minggu,19/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
161,26763561Alkma,baru,1,irh,senin,20/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
162,25823141Harto,baru,1,irh,senin,20/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
163,25513313Stns2,lama,2,irh,senin,20/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
164,25507361Riizk,lama,2,irh,selasa,21/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
165,25507361Puizk,lama,2,irh,selasa,21/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
166,25539587Afisn,baru,1,irh,selasa,21/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
167,276642492ZaZak,baru,1,irh,selasa,21/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
168,UmUma,lama,2,irh,kamis,23/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
169,25818727Riisk,baru,1,irh,kamis,23/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
170,25502257OkOk,baru,1,irh,kamis,23/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
171,25538126Mahab,baru,1,irh,kamis,23/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
172,25686152Haali,baru,1,irh,kamis,23/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
173,2547607AmAmi,baru,1,irh,kamis,23/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
174,25852149Allme,baru,1,irh,kamis,23/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
175,25501887Riiva,lama,2,irh,jumat,24/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
176,25862212Eddwi,baru,1,irh,jumat,24/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
177,26739105Wiawa,baru,1,irh,sabtu,25/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
178,25575417Ziida,baru,1,irh,sabtu,25/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
179,26331217TeTed,baru,1,irh,sabtu,25/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
180,25791590Sadra,baru,1,irh,sabtu,25/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
181,2547640Mutai,baru,1,irh,minggu,26/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
182,26920455DaDav,baru,1,irh,minggu,26/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
183,2548320Paska,baru,1,irh,minggu,26/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
184,28159801AdAdi,baru,1,irh,minggu,26/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
185,26920178Seian,lama,2,irh,minggu,26/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
186,25546985Arhan,baru,1,irh,minggu,26/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
187,25507443Teega,lama,2,irh,minggu,26/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
188,25513204Faahr,baru,1,irh,minggu,26/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
189,Herma,lama,2,irh,minggu,26/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
190,2550663Yanua,baru,1,irh,minggu,26/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
191,25608757Muuju,baru,1,irh,senin,27/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
192,25608757Muany,baru,1,irh,senin,27/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
193,28160106Ghhan,baru,1,irh,senin,27/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
194,281149010Caahy,baru,1,irh,senin,27/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
195,25502033Ra Ek,baru,1,irh,senin,27/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
196,2560866Wiart,baru,1,irh,senin,27/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
197,2560866Riwin,baru,1,irh,senin,27/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
198,26913188Aaera,baru,1,irh,senin,27/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
199,26936508Abaha,baru,1,irh,senin,27/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
200,GhOki,baru,1,irh,selasa,28/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
201,25500948RaRam,baru,1,irh,selasa,28/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
202,25825585Deelt,baru,1,irh,selasa,28/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
203,Reaja,lama,2,irh,selasa,28/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
204,27709143Prety,baru,1,irh,selasa,28/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
205,25792320Nasru,baru,1,irh,rabu,29/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
206,25789537Arana,lama,2,irh,rabu,29/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
207,25792221Nobri,baru,1,irh,rabu,29/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
208,26763264Naabi,baru,1,irh,rabu,29/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
209,26938234AlAli,baru,1,irh,rabu,29/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
210,26919851Samsu,baru,1,irh,kamis,30/09/2021,,Cash,30000,,,,,,,,,,,,,,,,,,30000
211,26895906Poonc,baru,1,irh,jumat,01/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
212,25513242Haani,baru,1,irh,jumat,01/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
213,28155187RiRic,baru,1,irh,jumat,01/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
214,25507658Irsya,baru,1,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
215,25508344Paanj,baru,1,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
216,25792349Fator,baru,1,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
217,26770753Tatan,lama,3,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
218,26770753Litan,lama,2,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
219,25555653Nouva,lama,2,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
220,26937695Aggun,baru,1,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
221,27586587Saand,baru,1,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
222,281282234Irsya,baru,1,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
223,25519352Shner,lama,2,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
224,25506921Miald,lama,2,irh,sabtu,02/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
225,26880842M.lla,lama,2,irh,minggu,03/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
226,2816550Engga,baru,1,irh,minggu,03/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
227,27585849Prrim,baru,1,irh,minggu,03/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
228,25546239Ar TN,baru,1,irh,minggu,03/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
229,28162063DeDea,baru,1,irh,minggu,03/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
230,25789197Sumai,baru,1,irh,minggu,03/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
231,25824734Guela,baru,1,irh,senin,04/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
232,25728787Fiikr,baru,1,irh,senin,04/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
233,25539665AdAd,baru,1,irh,senin,04/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
234,28155333Inndr,baru,1,irh,selasa,05/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
235,25537769Riutr,baru,1,irh,selasa,05/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
236,25718825Asllo,lama,2,irh,selasa,05/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
237,26920256Izhar,baru,1,irh,selasa,05/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
238,25818727Riisk,baru,2,irh,selasa,05/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
239,25539304M.izk,baru,1,irh,rabu,06/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
240,2550804Jayen,baru,1,irh,rabu,06/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
241,27585992Tak Q,baru,1,irh,rabu,06/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
242,25538381Faari,baru,1,irh,rabu,06/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
243,26879762Khoni,baru,1,irh,rabu,06/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
