Urutan,id_cust,Status,Cukur_ke,Capster,Hari,Tanggal,keterangan,Bayar,Haircut,Haircolor,Creambath,Shaving,Vitamin,Powder A,Powder B,Pomade 1,Pomade 2,Pomade 3,Pomade 4,Pomade 5,Pomade 6,Pomade 7,Pomade 8,Pomade 9,Conditioner,Hairtonic,Total Payment
1773,27592982Azzwa,lama,3,irh,senin,14/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1774,25546275Deudh,lama,2,iif,senin,14/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1775,25608762Rii F,baru,1,yud,senin,14/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1776,26858588Feerd,baru,1,irh,senin,14/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1777,26893572BaBay,baru,1,iif,senin,14/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1778,26892986Muban,baru,1,yud,senin,14/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1779,26920855Naasi,baru,1,iif,senin,14/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1780,25506874Youlo,baru,1,yud,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1781,26762873EkEk,baru,1,iif,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1782,26960035Adrad,lama,2,irh,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1783,25557432Rian ,baru,1,yud,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1784,25512287Habda,baru,1,iif,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1785,26769001Edson,baru,1,irh,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1786,25814940DiDik,baru,1,yud,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1787,281136198Affda,baru,1,iif,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1788,25502393Muali,lama,2,irh,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1789,27555201RaRag,baru,1,irh,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1790,27555201Waahy,baru,1,iif,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1791,27555201Faauz,baru,1,yud,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1792,28112274Ildan,baru,1,yud,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1793,25784863Rigga,lama,3,iif,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1794,28158760Adama,lama,2,irh,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1795,25539025Akafe,baru,1,yud,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1796,28104459M.Yub,baru,1,iif,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1797,25546337Nadhi,baru,1,yud,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1798,26738752AgAgi,baru,1,iif,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1799,25506486Disar,lama,2,irh,selasa,15/03/2022,,Cash,35000,,,,,,,,,,,25000,,,,,,20000,80000
1800,27555350Keevi,lama,2,iif,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1801,256381,lama,2,irh,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,40000,,,75000
1802,26331140Tiant,lama,3,yud,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1803,26328612Faahm,lama,4,iif,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1804,254759M.err,baru,1,yud,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1805,25506766OjOji,lama,2,irh,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1806,28139654Alhma,baru,1,irh,rabu,16/03/2022,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
1807,2823844SuZak,baru,1,iif,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1808,27562173Sadda,baru,1,yud,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1809,27562173Biila,baru,1,iif,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1810,25823986Ri Tr,lama,2,yud,rabu,16/03/2022,,Cash,35000,,,,,30000,,,,,,,,,,,,,65000
1811,25519398Luuck,baru,1,iif,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1812,25820890Naufa,baru,1,irh,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1813,25507096Petru,baru,1,yud,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1814,26322897Marul,baru,1,iif,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1815,26098094Mudan,baru,1,irh,rabu,16/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1816,256585Renua,baru,1,yud,rabu,16/03/2022,,QRIS,35000,,,,,30000,,,,,,,,,,,,,65000
1817,25506922Saakt,lama,4,iif,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1818,25527275AqAqi,baru,1,irh,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1819,26919259TiTia,baru,1,yud,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1820,26915614Riiha,baru,1,iif,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1821,25538000AlAlw,lama,4,irh,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1822,26795480Irasa,baru,1,yud,kamis,17/03/2022,,Cash,35000,,,10000,,,,,,,,,,,,,,20000,65000
1823,27549724Hejay,lama,3,iif,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1824,25556662Feyog,lama,2,yud,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1825,26739102Fiury,baru,1,irh,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1826,25538168Inndr,baru,1,iif,kamis,17/03/2022,,Cash,35000,,,,,30000,,,,,,,,,,,,,65000
1827,26919274Faera,baru,1,yud,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1828,26920455Triya,baru,1,yud,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,40000,20000,95000
1829,Falan,baru,1,irh,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1830,25539390Zack ,lama,6,iif,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1831,25506921Miald,lama,10,irh,kamis,17/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1832,25475867Inndr,baru,1,yud,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1833,27586587Saand,lama,11,iif,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,40000,,,75000
1834,27942786Riiya,lama,2,irh,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1835,27945044Muhli,lama,2,yud,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1836,25538185GeGer,baru,1,iif,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1837,25552427UmUma,baru,1,yud,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1838,25718825Asllo,lama,6,iif,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1839,26795818Chion,baru,1,irh,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1840,26795818Anion,baru,1,irh,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1841,26920279FiFia,baru,1,yud,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1842,26764604AdAdi,baru,1,iif,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1843,26932361Ri Ek,baru,1,irh,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1844,276642228LiLi,baru,1,yud,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1845,25513383Annsa,lama,2,iif,jumat,18/03/2022,,Cash,35000,,,,,,35000,,,,,,,,,,,,70000
1846,26893049Allvi,lama,1,yud,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1847,25520801AnRos,baru,1,iif,jumat,18/03/2022,,Cash,35000,,,,,,,,,,,25000,,,,,,20000,80000
1848,26336352Annwa,baru,1,irh,jumat,18/03/2022,,Cash,35000,,,,,,,,,130000,,,,,,,,,165000
1849,2550627Nyoma,lama,7,yud,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1850,ElEld,lama,2,iif,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1851,25513190Rirni,baru,1,irh,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1852,25507652Doori,baru,1,yud,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1853,25821474Yarda,lama,2,irh,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1854,25506631Yoane,baru,1,iif,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1855,26927271KiKik,lama,2,yud,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1856,25537758Arhma,lama,3,iif,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1857,25502192Errdj,lama,1,irh,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1858,26927094SaSan,lama,2,yud,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1859,28160188Hendr,baru,1,iif,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1860,BiBim,baru,1,yud,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1861,26969463Firki,lama,3,irh,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1862,26958646Risya,lama,4,iif,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1863,25815014Mutof,baru,1,yud,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1864,26739062Ritiy,lama,3,irh,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1865,0Umakr,baru,1,iif,sabtu,19/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1866,26739105Wiawa,lama,5,yud,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1867,26722611ArTap,lama,3,irh,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1868,27700178Rin I,lama,3,yud,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1869,25541878Gagra,baru,1,iif,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1870,2552148BaAri,lama,4,irh,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1871,26881102Sa Mu,baru,1,yud,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1872,25792916Ibahi,lama,5,iif,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1873,25792916Yooyo,lama,5,irh,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1874,25837877Baawa,baru,1,yud,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1875,26330935Sauki,baru,1,iif,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1876,25837251Rhald,baru,1,irh,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1877,25546367Buudi,baru,1,yud,minggu,20/03/2022,,Cash,35000,,,10000,,,,,,,,,,,,,,20000,65000
1878,26927338Riuqh,baru,1,iif,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1879,26893718Rojay,lama,2,yud,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1880,25853218AcAca,lama,2,irh,minggu,20/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1881,27575333Roosi,lama,2,iif,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,40000,,,75000
1882,25507543Meemz,baru,1,yud,senin,21/03/2022,,Cash,35000,175000,,,,,,,,,,,,,,,,,210000
1883,26920984Saand,baru,1,irh,senin,21/03/2022,,Cash,35000,175000,,,,,,,,,,,,,,,,,210000
1884,25791528Radha,baru,1,iif,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1885,25509179RuRuc,baru,1,iif,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1886,2818608Renir,lama,3,irh,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1887,2547561Iwgny,lama,4,yud,senin,21/03/2022,,QRIS,35000,60000,,,,,,,,,,,,,,,,,95000
1888,25508614OgOg,baru,1,irh,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1889,25514812ToTom,lama,2,iif,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1890,0AbAbe,baru,1,yud,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1891,25539744Riald,baru,1,yud,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1892,26739130Tigo ,lama,3,iif,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1893,28138602AzAzi,lama,1,irh,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1894,25546104Keant,baru,1,yud,senin,21/03/2022,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
1895,26927101AnAnd,lama,4,irh,senin,21/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1896,27944902AfJon,baru,1,iif,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1897,25819681Aggre,lama,2,yud,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1898,26770753Litan,lama,6,irh,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1899,2817609Reenz,lama,4,iif,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1900,25788077YoYog,baru,1,yud,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1901,25538045Suand,lama,5,irh,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1902,25515511FaDav,baru,1,iif,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1903,25820626EbEbh,baru,1,irh,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1904,25507587OpOp,baru,1,iif,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,25000,,,,,,,60000
1905,27586277Alf F,baru,1,yud,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1906,25538307Joitn,lama,2,yud,selasa,22/03/2022,,Cash,35000,60000,,,,,,,,,,,,,,,,,95000
1907,27553864Teegu,baru,1,irh,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1908,254760Hayon,lama,2,iif,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1909,25539389Ba Aj,lama,2,yud,selasa,22/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1910,25790301Waawa,lama,2,iif,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1911,2560828AlAle,baru,1,irh,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1912,27586983Sutor,lama,3,iif,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,35000,,,,,,70000
1913,25507806Reend,lama,2,irh,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1914,25538926EdEdz,baru,1,iif,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1915,26328850Anndr,lama,3,irh,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1916,27549724Hejay,lama,4,iif,rabu,23/03/2022,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
1917,25821587Leard,lama,4,irh,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1918,281148424Satri,lama,2,iif,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1919,25857955Aklan,baru,1,irh,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1920,281225356Ahaja,lama,2,iif,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,25000,,,,,,,60000
1921,25506606Moapt,baru,1,irh,rabu,23/03/2022,,Cash,35000,,,10000,,,,,,,,,,,,,,,45000
1922,25507428Fasor,lama,2,iif,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1923,28158406Rimok,lama,4,irh,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1924,25539766JaBim,baru,1,iif,rabu,23/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1925,25506432Saara,lama,3,irh,rabu,23/03/2022,,Cash,35000,60000,,,,,,,,,,,35000,,,,,,130000
1926,YaAbr,lama,3,iif,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1927,27554802PiPia,baru,1,iif,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1928,25824704RoRoz,baru,1,yud,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1929,26915584Fian ,baru,1,irh,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1930,26920299YoYov,baru,1,iif,kamis,24/03/2022,,Cash,35000,,,,,,35000,,,,,,,,,,,,70000
1931,25861729Rojay,lama,2,yud,kamis,24/03/2022,,Cash,35000,,,,90000,,,,,,,,,,,,,,125000
1932,25514938Riky ,baru,1,irh,kamis,24/03/2022,,Cash,35000,,,,,,35000,,,,,,,,,,,,70000
1933,25523038Hanaj,lama,2,iif,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1934,25512316Yotam,lama,3,iif,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1935,25852982Taabe,baru,1,yud,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1936,27568469Toomm,lama,3,irh,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1937,2823031Heuna,lama,1,yud,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1938,25721632Riron,baru,1,iif,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,40000,,75000
1939,28104805Elkid,baru,1,irh,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1940,25789544Aldau,baru,1,yud,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1941,28104446Fizon,baru,1,iif,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1942,26104365Afn S,baru,1,irh,kamis,24/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1943,26738748Keema,lama,2,yud,kamis,24/03/2022,,QRIS,35000,,,,,,35000,,,,,,,,,,,,70000
1944,26323192Fiudr,lama,2,irh,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1945,281134562Fajay,baru,1,yud,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1946,25834081AbAbd,baru,1,iif,jumat,25/03/2022,,Cash,35000,,70000,,,,,,,,,,35000,,,,,20000,160000
1947,26880463Agtia,baru,1,irh,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1948,27586924Raeid,baru,1,iif,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1949,25546153JoJoj,baru,1,yud,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1950,28104041Danie,baru,1,irh,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1951,28162000Rasya,baru,1,iif,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1952,25851644ArAri,baru,1,yud,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1953,27886293RaRai,lama,2,irh,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1954,25511313Suima,lama,2,iif,jumat,25/03/2022,,Cash,35000,,70000,,,,,,,,,,,,,,,,105000
1955,2825754M.Ard,lama,3,yud,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1956,27584606Diawa,lama,4,irh,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1957,28158143Haisr,baru,1,yud,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,40000,,20000,95000
1958,28158143Naafi,baru,1,iif,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1959,2547604AnAnd,lama,2,iif,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1960,25611357Ajsya,lama,2,irh,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1961,26895739Acaed,baru,1,yud,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1962,27587414Rilan,baru,1,iif,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,40000,20000,95000
1963,26893563Suara,lama,2,irh,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1964,2562212Frred,lama,3,yud,jumat,25/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1965,25537760Diima,baru,1,iif,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1966,25525269Angar,baru,1,yud,sabtu,26/03/2022,,Cash,35000,,,,,,35000,,,,,,,,,,,,70000
1967,26330966Maawa,baru,1,irh,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1968,25790095DeYud,lama,1,iif,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1969,25825140Vaale,baru,1,yud,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1970,26895684Wiret,baru,1,iif,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,25000,,,,,,,60000
1971,28158831TiTia,lama,2,irh,sabtu,26/03/2022,,Cash,35000,,,,,,35000,,,,,,,,,,,,70000
1972,25791058Nouva,lama,3,yud,sabtu,26/03/2022,,Cash,35000,,,10000,,,,,,,,,,,,,,,45000
1973,26921105Chamb,baru,1,irh,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1974,25824209SaSol,baru,1,iif,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1975,2825743Za731,lama,2,irh,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1976,26951054Kinad,baru,1,yud,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1977,25513409Biism,baru,1,iif,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1978,25515435Evant,lama,7,irh,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1979,277002529Akhin,baru,1,yud,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1980,26926785Yoche,lama,5,iif,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1981,25837609Waand,baru,1,yud,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1982,26910801Krisn,lama,4,irh,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1983,28162103Allvi,lama,2,iif,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1984,279308186Azzza,baru,1,yud,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1985,281162323Argit,lama,4,irh,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1986,25790983Fahar,lama,3,iif,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1987,27703487Raard,baru,1,yud,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
1988,2582101Raaks,baru,1,iif,sabtu,26/03/2022,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
1989,26907498Yorma,baru,1,irh,sabtu,26/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1990,25501887Riiva,lama,6,yud,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1991,25836489Waahy,baru,1,iif,minggu,27/03/2022,,Cash,35000,,,10000,,,,,,,,,,,,,,,45000
1992,27705679Nudha,baru,1,irh,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1993,0BiBim,baru,1,irh,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1994,2550663Yanua,lama,4,iif,minggu,27/03/2022,,Cash,35000,,,10000,,,,,,,,,,,,,,,45000
1995,2550785Kejay,lama,2,yud,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1996,26938241AzAzi,lama,2,yud,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1997,25537778Syhru,lama,2,iif,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1998,25534942SeSet,baru,1,irh,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
1999,27585992Tak Q,lama,4,iif,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
2000,2550649Wampa,baru,1,yud,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
2001,2550649Jaeci,baru,1,yud,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2002,25824700Biufa,lama,3,yud,minggu,27/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2003,25507361Riizk,lama,6,irh,senin,28/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2004,276935138Kelvi,lama,2,iif,senin,28/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
2005,276935138Polta,lama,2,yud,senin,28/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2006,25731108Aryud,baru,1,irh,senin,28/03/2022,,Cash,35000,,70000,,,,,,,,,,,,,,,,105000
2007,25515624GaLas,lama,6,iif,senin,28/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
